id,title,author,text,label
8369,New species of bird discovered in the Amazon rainforest,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8370,Local schools adopt AI-based learning programs,James Lewis,Experts say the stock market growth is due to innovation in the technology sector.,0
8371,Government announces new healthcare reform,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8372,Government hiding evidence of UFO crash,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8373,Aliens spotted in downtown New York,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8374,Government announces new healthcare reform,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8375,Scientists confirm Earth is flat again,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8376,Cure for cancer found using secret ancient herb,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8377,Celebrity claims to be time traveler from 3020,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8378,Government announces new healthcare reform,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8379,Aliens spotted in downtown New York,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8380,New species of bird discovered in the Amazon rainforest,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8381,Aliens spotted in downtown New York,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8382,Government announces new healthcare reform,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8383,Scientists confirm Earth is flat again,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8384,Government announces new healthcare reform,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8385,Celebrity claims to be time traveler from 3020,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8386,Cure for cancer found using secret ancient herb,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8387,Celebrity claims to be time traveler from 3020,James Lewis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8388,Aliens spotted in downtown New York,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8389,Aliens spotted in downtown New York,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8390,Government announces new healthcare reform,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8391,Government hiding evidence of UFO crash,Sarah Davis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8392,Aliens spotted in downtown New York,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8393,Government announces new healthcare reform,James Lewis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8394,Government announces new healthcare reform,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8395,New species of bird discovered in the Amazon rainforest,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8396,Government hiding evidence of UFO crash,Laura Clark,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8397,Government hiding evidence of UFO crash,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8398,Local schools adopt AI-based learning programs,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8399,New species of bird discovered in the Amazon rainforest,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8400,Government announces new healthcare reform,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
8401,Stock markets hit record highs amid tech boom,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8402,Aliens spotted in downtown New York,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8403,Aliens spotted in downtown New York,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8404,Scientists confirm Earth is flat again,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8405,Stock markets hit record highs amid tech boom,David Wilson,Experts say the stock market growth is due to innovation in the technology sector.,0
8406,Government announces new healthcare reform,Laura Clark,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8407,NASA discovers new exoplanet similar to Earth,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
8408,Scientists confirm Earth is flat again,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8409,Government hiding evidence of UFO crash,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8410,Stock markets hit record highs amid tech boom,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8411,Cure for cancer found using secret ancient herb,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8412,Scientists confirm Earth is flat again,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8413,Celebrity claims to be time traveler from 3020,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8414,Scientists confirm Earth is flat again,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8415,Cure for cancer found using secret ancient herb,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8416,Cure for cancer found using secret ancient herb,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8417,Stock markets hit record highs amid tech boom,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8418,NASA discovers new exoplanet similar to Earth,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8419,Aliens spotted in downtown New York,Olivia Walker,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8420,Government announces new healthcare reform,Michael Brown,Experts say the stock market growth is due to innovation in the technology sector.,0
8421,Stock markets hit record highs amid tech boom,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
8422,Aliens spotted in downtown New York,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8423,New species of bird discovered in the Amazon rainforest,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8424,Government announces new healthcare reform,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8425,Aliens spotted in downtown New York,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8426,Local schools adopt AI-based learning programs,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
8427,NASA discovers new exoplanet similar to Earth,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8428,Aliens spotted in downtown New York,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8429,NASA discovers new exoplanet similar to Earth,Olivia Walker,Experts say the stock market growth is due to innovation in the technology sector.,0
8430,Aliens spotted in downtown New York,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8431,New species of bird discovered in the Amazon rainforest,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
8432,Local schools adopt AI-based learning programs,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8433,Government announces new healthcare reform,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8434,Cure for cancer found using secret ancient herb,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8435,Celebrity claims to be time traveler from 3020,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8436,Cure for cancer found using secret ancient herb,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8437,Local schools adopt AI-based learning programs,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8438,Stock markets hit record highs amid tech boom,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
8439,Celebrity claims to be time traveler from 3020,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8440,Cure for cancer found using secret ancient herb,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8441,Cure for cancer found using secret ancient herb,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8442,Government hiding evidence of UFO crash,John Smith,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8443,Local schools adopt AI-based learning programs,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
8444,Celebrity claims to be time traveler from 3020,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8445,Cure for cancer found using secret ancient herb,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8446,NASA discovers new exoplanet similar to Earth,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8447,Local schools adopt AI-based learning programs,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8448,Aliens spotted in downtown New York,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8449,Celebrity claims to be time traveler from 3020,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8450,Local schools adopt AI-based learning programs,James Lewis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8451,Scientists confirm Earth is flat again,Michael Brown,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8452,Celebrity claims to be time traveler from 3020,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8453,Stock markets hit record highs amid tech boom,Emily Johnson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8454,New species of bird discovered in the Amazon rainforest,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8455,Aliens spotted in downtown New York,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8456,Stock markets hit record highs amid tech boom,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8457,Cure for cancer found using secret ancient herb,Emily Johnson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8458,Government hiding evidence of UFO crash,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8459,Celebrity claims to be time traveler from 3020,Sarah Davis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8460,Government hiding evidence of UFO crash,Olivia Walker,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8461,Scientists confirm Earth is flat again,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8462,Stock markets hit record highs amid tech boom,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8463,Local schools adopt AI-based learning programs,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8464,Celebrity claims to be time traveler from 3020,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8465,Celebrity claims to be time traveler from 3020,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8466,NASA discovers new exoplanet similar to Earth,John Smith,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8467,New species of bird discovered in the Amazon rainforest,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8468,Stock markets hit record highs amid tech boom,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8469,NASA discovers new exoplanet similar to Earth,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8470,New species of bird discovered in the Amazon rainforest,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8471,Celebrity claims to be time traveler from 3020,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8472,NASA discovers new exoplanet similar to Earth,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8473,Government hiding evidence of UFO crash,Laura Clark,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8474,Cure for cancer found using secret ancient herb,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8475,New species of bird discovered in the Amazon rainforest,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8476,Government hiding evidence of UFO crash,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8477,Celebrity claims to be time traveler from 3020,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8478,Scientists confirm Earth is flat again,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8479,Cure for cancer found using secret ancient herb,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8480,New species of bird discovered in the Amazon rainforest,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
8481,Aliens spotted in downtown New York,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8482,Stock markets hit record highs amid tech boom,James Lewis,Experts say the stock market growth is due to innovation in the technology sector.,0
8483,Government hiding evidence of UFO crash,Olivia Walker,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8484,New species of bird discovered in the Amazon rainforest,James Lewis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8485,Aliens spotted in downtown New York,Sarah Davis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8486,New species of bird discovered in the Amazon rainforest,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8487,Scientists confirm Earth is flat again,Olivia Walker,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8488,NASA discovers new exoplanet similar to Earth,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8489,Local schools adopt AI-based learning programs,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8490,New species of bird discovered in the Amazon rainforest,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
8491,NASA discovers new exoplanet similar to Earth,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8492,New species of bird discovered in the Amazon rainforest,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
8493,Local schools adopt AI-based learning programs,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8494,NASA discovers new exoplanet similar to Earth,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8495,Scientists confirm Earth is flat again,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8496,Cure for cancer found using secret ancient herb,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8497,Celebrity claims to be time traveler from 3020,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8498,Government announces new healthcare reform,Sarah Davis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8499,Stock markets hit record highs amid tech boom,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8500,Celebrity claims to be time traveler from 3020,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8501,Stock markets hit record highs amid tech boom,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8502,Celebrity claims to be time traveler from 3020,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8503,Celebrity claims to be time traveler from 3020,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8504,Government hiding evidence of UFO crash,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8505,Celebrity claims to be time traveler from 3020,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8506,Government announces new healthcare reform,Michael Brown,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8507,Government hiding evidence of UFO crash,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8508,Cure for cancer found using secret ancient herb,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8509,Cure for cancer found using secret ancient herb,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8510,Celebrity claims to be time traveler from 3020,Michael Brown,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8511,Government announces new healthcare reform,Laura Clark,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8512,Cure for cancer found using secret ancient herb,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8513,New species of bird discovered in the Amazon rainforest,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8514,NASA discovers new exoplanet similar to Earth,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
8515,Government hiding evidence of UFO crash,David Wilson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8516,Local schools adopt AI-based learning programs,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8517,Cure for cancer found using secret ancient herb,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8518,Government announces new healthcare reform,Emily Johnson,Experts say the stock market growth is due to innovation in the technology sector.,0
8519,Aliens spotted in downtown New York,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8520,New species of bird discovered in the Amazon rainforest,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8521,Local schools adopt AI-based learning programs,Laura Clark,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8522,Celebrity claims to be time traveler from 3020,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8523,Aliens spotted in downtown New York,Olivia Walker,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8524,Stock markets hit record highs amid tech boom,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
8525,New species of bird discovered in the Amazon rainforest,Olivia Walker,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8526,Government hiding evidence of UFO crash,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8527,New species of bird discovered in the Amazon rainforest,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8528,Stock markets hit record highs amid tech boom,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
8529,New species of bird discovered in the Amazon rainforest,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8530,Celebrity claims to be time traveler from 3020,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8531,Local schools adopt AI-based learning programs,Laura Clark,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8532,New species of bird discovered in the Amazon rainforest,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8533,Government announces new healthcare reform,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8534,Scientists confirm Earth is flat again,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8535,New species of bird discovered in the Amazon rainforest,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8536,Government announces new healthcare reform,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8537,Government hiding evidence of UFO crash,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8538,Cure for cancer found using secret ancient herb,David Wilson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8539,New species of bird discovered in the Amazon rainforest,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8540,Aliens spotted in downtown New York,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8541,New species of bird discovered in the Amazon rainforest,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
8542,Celebrity claims to be time traveler from 3020,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8543,Government announces new healthcare reform,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8544,Stock markets hit record highs amid tech boom,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8545,Government hiding evidence of UFO crash,John Smith,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8546,Celebrity claims to be time traveler from 3020,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8547,Aliens spotted in downtown New York,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8548,Scientists confirm Earth is flat again,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8549,Cure for cancer found using secret ancient herb,Emily Johnson,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8550,Local schools adopt AI-based learning programs,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8551,Stock markets hit record highs amid tech boom,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8552,Scientists confirm Earth is flat again,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8553,Celebrity claims to be time traveler from 3020,James Lewis,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8554,Celebrity claims to be time traveler from 3020,Michael Brown,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8555,Stock markets hit record highs amid tech boom,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
8556,Cure for cancer found using secret ancient herb,Laura Clark,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8557,Local schools adopt AI-based learning programs,David Wilson,Experts say the stock market growth is due to innovation in the technology sector.,0
8558,Scientists confirm Earth is flat again,Olivia Walker,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8559,New species of bird discovered in the Amazon rainforest,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
8560,Scientists confirm Earth is flat again,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8561,Aliens spotted in downtown New York,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8562,Government hiding evidence of UFO crash,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8563,Local schools adopt AI-based learning programs,Olivia Walker,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8564,Scientists confirm Earth is flat again,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8565,Aliens spotted in downtown New York,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8566,Scientists confirm Earth is flat again,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8567,Aliens spotted in downtown New York,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
8568,Stock markets hit record highs amid tech boom,Michael Brown,Schools are now integrating AI models to enhance personalized education for students.,0
8569,Celebrity claims to be time traveler from 3020,Laura Clark,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8570,NASA discovers new exoplanet similar to Earth,Sarah Davis,Schools are now integrating AI models to enhance personalized education for students.,0
8571,NASA discovers new exoplanet similar to Earth,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
8572,Government hiding evidence of UFO crash,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8573,New species of bird discovered in the Amazon rainforest,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8574,NASA discovers new exoplanet similar to Earth,James Lewis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8575,New species of bird discovered in the Amazon rainforest,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8576,NASA discovers new exoplanet similar to Earth,James Lewis,Schools are now integrating AI models to enhance personalized education for students.,0
8577,New species of bird discovered in the Amazon rainforest,David Wilson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8578,Celebrity claims to be time traveler from 3020,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8579,Local schools adopt AI-based learning programs,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8580,Local schools adopt AI-based learning programs,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8581,NASA discovers new exoplanet similar to Earth,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8582,Government hiding evidence of UFO crash,Michael Brown,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8583,Aliens spotted in downtown New York,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8584,NASA discovers new exoplanet similar to Earth,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
8585,Government hiding evidence of UFO crash,David Wilson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8586,Cure for cancer found using secret ancient herb,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8587,Government hiding evidence of UFO crash,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8588,Government announces new healthcare reform,Laura Clark,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8589,Government announces new healthcare reform,David Wilson,Schools are now integrating AI models to enhance personalized education for students.,0
8590,Celebrity claims to be time traveler from 3020,James Lewis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8591,Celebrity claims to be time traveler from 3020,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8592,Government announces new healthcare reform,James Lewis,Experts say the stock market growth is due to innovation in the technology sector.,0
8593,Government hiding evidence of UFO crash,Laura Clark,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
8594,NASA discovers new exoplanet similar to Earth,Michael Brown,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8595,Local schools adopt AI-based learning programs,Olivia Walker,Experts say the stock market growth is due to innovation in the technology sector.,0
8596,New species of bird discovered in the Amazon rainforest,David Wilson,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8597,New species of bird discovered in the Amazon rainforest,Michael Brown,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8598,Stock markets hit record highs amid tech boom,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8599,Government announces new healthcare reform,James Lewis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8600,Government hiding evidence of UFO crash,John Smith,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
8601,Stock markets hit record highs amid tech boom,Sarah Davis,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
8602,Government announces new healthcare reform,Sarah Davis,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8603,NASA discovers new exoplanet similar to Earth,Michael Brown,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8604,Government hiding evidence of UFO crash,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8605,New species of bird discovered in the Amazon rainforest,John Smith,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
8606,Celebrity claims to be time traveler from 3020,Olivia Walker,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
8607,NASA discovers new exoplanet similar to Earth,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8608,Government hiding evidence of UFO crash,James Lewis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8609,NASA discovers new exoplanet similar to Earth,James Lewis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8610,Aliens spotted in downtown New York,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
8611,Local schools adopt AI-based learning programs,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
8612,Government announces new healthcare reform,John Smith,Schools are now integrating AI models to enhance personalized education for students.,0
8613,NASA discovers new exoplanet similar to Earth,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
